what,kind,bundleId,bundleVersion,description,time
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1318225966644
java.vm.version,sysinfo,,,"17.0-b17",1318225966644
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1318225966661
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1318225967253
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318225967716
error,log,,,"Invalid ZIP archive: libSo/jogl.all.jar [in Common]",1318225967726
error,log,,,"Invalid ZIP archive: jar/newt.event.jar [in Common]",1318225967730
error,log,,,"Invalid ZIP archive: jar/jogl.all.jar [in Common]",1318225967731
error,log,,,"Invalid ZIP archive: jar/jogl-all-natives-linux-amd64.jar [in Common]",1318225967733
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1318225969656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318225973337
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318225986025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1318226104146
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1318226108896
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318226280860
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.properties",1318226280878
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1318226281420
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1318226281530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318226283116
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318226285322
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1318226286466
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318226288534
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1318226293318
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1318226293383
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1318226293436
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1318226293645
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318226294889
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1318226306908
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1318226309898
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318226315023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318226320570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318226325036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318226404500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1318226409265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318226414197
